LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
,,,,,51281,REPTILASE TIME CONTROL,,labevents,22,HEMATOLOGY,,BLOOD,,,,,
,,,,,51415,CD64,,labevents,22,HEMATOLOGY,,OTHER BODY FLUID,51366-3,,,,
,,ABI Ankle BP L (Impella),,,224318,ABI Ankle BP L (Impella),mmHg,chartevents,22,Impella,,,,metavision,,Numeric,
,,Purge Solution Flow Rate,,,228159,Purge Solution Flow Rate,ml/hr,chartevents,22,Impella,,,,metavision,,Numeric,
,,,,,51393,CD138,,labevents,21,HEMATOLOGY,,OTHER BODY FLUID,42871-4,,,,
,,,,,51161,CD16,,labevents,20,HEMATOLOGY,,BLOOD,8/1/8115,,,,
,,,,,51470,CALCIUM PHOSPHATE CRYSTALS,,labevents,20,HEMATOLOGY,,URINE,2/1/5775,,,,
,,AgeApacheIIScore,,,226738,AgeApacheIIScore,None,chartevents,20,Scores - APACHE II,,,,metavision,,Numeric,
,,APACHE II PDR,,,226745,APACHE II Predecited Death Rate,%,chartevents,20,Scores - APACHE II,,,,metavision,,Numeric,
,,HrApacheIIScore,,,226763,HrApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,PhApacheIIScore,,,226768,PhApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,RrApacheIIScore,,,226773,RrApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,TempApacheIIScore,,,226777,TempApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,GcsApacheIIScore,,,226755,GcsApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,,,,51394,CD14,,labevents,19,HEMATOLOGY,,OTHER BODY FLUID,51248-3,,,,
,,Triple Introducer Line Tip Cultured,,,225736,Triple Introducer Line Tip Cultured,,chartevents,19,Access Lines - Invasive,,,,metavision,,Checkbox,
,,APACHE II,,,226743,APACHE II,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,APACHE II PDR - Adjusted,,,226744,APACHE II PDR - Adjusted,%,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,APACHEII-Renal failure,,,226748,APACHEII-Renal failure,,chartevents,19,Scores - APACHE II,,,,metavision,,Checkbox,
,,CreatinineApacheIIScore,,,226751,CreatinineApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,HCO3Score,,,226760,HCO3Score,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,HematocritApacheIIScore,,,226761,HematocritApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,MapApacheIIScore,,,226765,MapApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,OxygenApacheIIScore,,,226767,OxygenApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,PotassiumApacheIIScore,,,226771,PotassiumApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,SodiumApacheIIScore,,,226775,SodiumApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,WbcApacheIIScore,,,226779,WbcApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,metavision,,Numeric,
,,HrApacheIIValue,,,226764,HrApacheIIValue,bpm,chartevents,18,Scores - APACHE II,,,,metavision,,Numeric,
,,RRApacheIIValue,,,226774,RRApacheIIValue,insp/min,chartevents,18,Scores - APACHE II,,,,metavision,,Numeric,
,,TempApacheIIValue,,,226778,TempApacheIIValue,?F,chartevents,18,Scores - APACHE II,,,,metavision,,Numeric,
,,AgeApacheIIValue,,,226739,AgeApacheIIValue,years,chartevents,18,Scores - APACHE II,,,,metavision,,Numeric,
,,MapApacheIIValue,,,226766,MapApacheIIValue,mmHg,chartevents,18,Scores - APACHE II,,,,metavision,,Numeric,
,,,,,51174,CD3 %,,labevents,17,HEMATOLOGY,,BLOOD,,,,,
,,,,,51286,RISTOCETIN,,labevents,17,HEMATOLOGY,,BLOOD,,,,,
,,,,,51461,AMMONIUM BIURATE,,labevents,17,HEMATOLOGY,,URINE,12454-5,,,,
,,HematocritApacheIIValue,,,226762,HematocritApacheIIValue,None,chartevents,17,Scores - APACHE II,,,,metavision,,Numeric,
,,PotassiumApacheIIValue,,,226772,PotassiumApacheIIValue,None,chartevents,17,Scores - APACHE II,,,,metavision,,Numeric,
,,SodiumApacheIIValue,,,226776,SodiumApacheIIValue,None,chartevents,17,Scores - APACHE II,,,,metavision,,Numeric,
,,WBCApacheIIValue,,,226780,WBCApacheIIValue,None,chartevents,17,Scores - APACHE II,,,,metavision,,Numeric,
,,ScvO2 Central Venous O2% Sat,,,226541,ScvO2 Central Venous O2% Sat,None,chartevents,16,Labs,,,,metavision,,Numeric,
,,,,,50851,"UREA NITROGEN, ASCITES",,labevents,16,CHEMISTRY,,ASCITES,12265-5,,,,
,,,,,50875,ANTI-PARIETAL CELL ANTIBODY,,labevents,16,CHEMISTRY,,BLOOD,26969-6,,,,
,,,,,51020,"AMYLASE, JOINT FLUID",,labevents,16,CHEMISTRY,,JOINT FLUID,14388-3,,,,
,,,,,51142,ARACHADONIC ACID,,labevents,16,HEMATOLOGY,,BLOOD,,,,,
,,,,,51179,CD38,,labevents,16,HEMATOLOGY,,BLOOD,5/1/8126,,,,
,,,,,51189,CD57,,labevents,16,HEMATOLOGY,,BLOOD,,,,,
,,CreatinineApacheIIValue,,,226752,CreatinineApacheIIValue,None,chartevents,16,Scores - APACHE II,,,,metavision,,Numeric,
,,HCO3ApacheIIValue,,,226759,HCO3ApacheIIValue,None,chartevents,16,Scores - APACHE II,,,,metavision,,Numeric,
,,,,,50870,"ANTI-GLIADIN ANTIBODY, IGA",,labevents,15,CHEMISTRY,,BLOOD,1/1/7893,,,,
,,,,,51058,"SODIUM, PLEURAL",,labevents,15,CHEMISTRY,,PLEURAL,,,,,
,,,,,51135,ADP,,labevents,15,HEMATOLOGY,,BLOOD,,,,,
,,,,,51195,COLLAGEN,,labevents,15,HEMATOLOGY,,BLOOD,,,,,
,,,,,51201,EPINEPHERINE,,labevents,15,HEMATOLOGY,,BLOOD,,,,,
,,,,,51211,FACTOR XIII,,labevents,15,HEMATOLOGY,,BLOOD,9/1/3240,,,,
,,Resistance,,,220283,Resistance,cmH2O/L/seconds,chartevents,15,Respiratory,,,,metavision,,Numeric,
,,ChpApacheIIScore,,,226749,ChpApacheIIScore,None,chartevents,15,Scores - APACHE II,,,,metavision,,Numeric,
,,DswfApacheScore,,,226753,DswfApacheScore,None,chartevents,15,Scores - APACHE II,,,,metavision,,Numeric,
,,CO-Tandem Heart Flow,,,228189,CO-Tandem Heart Flow,L/min,chartevents,15,Tandem Heart,,,,metavision,,Numeric,
,,PHApacheIIValue,,,226769,PHApacheIIValue,None,chartevents,14,Scores - APACHE II,,,,metavision,,Numeric,
,,,,,50844,"LIPASE, ASCITES",,labevents,14,CHEMISTRY,,ASCITES,32722-1,,,,
,,,,,51210,FACTOR XII,,labevents,14,HEMATOLOGY,,BLOOD,6/1/3232,,,,
,,,,,51312,CD16/56,,labevents,14,HEMATOLOGY,,BONE MARROW,51255-8,,,,
,,,,,51500,SULFONAMIDES,,labevents,14,HEMATOLOGY,,URINE,3/1/5812,,,,
,,FiO2ApacheIIValue,,,226754,FiO2ApacheIIValue,%,chartevents,13,Scores - APACHE II,,,,metavision,,Numeric,
,,,,,50832,"PO2, BODY FLUID",,labevents,13,BLOOD GAS,,OTHER BODY FLUID,2706-0,,,,
,,,,,51057,"POTASSIUM, PLEURAL",,labevents,13,CHEMISTRY,,PLEURAL,,,,,
,,,,,51380,NRBC,,labevents,13,HEMATOLOGY,,JOINT FLUID,48040-0,,,,
,,,,,51407,CD38,,labevents,13,HEMATOLOGY,,OTHER BODY FLUID,51299-6,,,,
,,,,,51430,METAMYELOCYTES,,labevents,13,HEMATOLOGY,,OTHER BODY FLUID,17801-2,,,,
,,,,,51488,NON-SQUAMOUS EPITHELIAL CELLS,,labevents,13,HEMATOLOGY,,URINE,41284-1,,,,
,,APACHEIII,,,226991,APACHEIII,None,chartevents,13,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,ApacheIV_LOS,,,226993,ApacheIV_LOS,%,chartevents,13,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Vancomycin (Peak),,,227453,Vancomycin (Peak),None,chartevents,13,Labs,,,,metavision,,Numeric with tag,
,,,,,51037,"MAGNESIUM, BODY FLUID",,labevents,12,CHEMISTRY,,OTHER BODY FLUID,29365-4,,,,
,,,,,51040,"PHOSPHATE, BODY FLUID",,labevents,12,CHEMISTRY,,OTHER BODY FLUID,12242-4,,,,
,,,,,50982,SEX HORMONE BINDING GLOBULIN,,labevents,12,CHEMISTRY,,BLOOD,1/1/2942,,,,
,,,,,51021,"CREATININE, JOINT FLUID",,labevents,12,CHEMISTRY,,JOINT FLUID,14401-4,,,,
,,,,,51036,"LIPASE, BODY FLUID",,labevents,12,CHEMISTRY,,OTHER BODY FLUID,15212-4,,,,
,,,,,51410,CD41,,labevents,12,HEMATOLOGY,,OTHER BODY FLUID,51320-0,,,,
,,,,,50869,ANTI-DGP (IGA/IGG),,labevents,11,CHEMISTRY,,BLOOD,,,,,
,,,,,51039,"OSMOLALITY, BODY FLUID",,labevents,11,CHEMISTRY,,OTHER BODY FLUID,15200-9,,,,
,,,,,51173,CD25,,labevents,11,HEMATOLOGY,,BLOOD,,,,,
,,,,,51212,FETAL HEMOGLOBIN,,labevents,11,HEMATOLOGY,,BLOOD,5/1/4576,,,,
,,,,,51417,CD71,,labevents,11,HEMATOLOGY,,OTHER BODY FLUID,57426-9,,,,
,,,,,51435,PLASMA,,labevents,11,HEMATOLOGY,,OTHER BODY FLUID,17803-8,,,,
,,,,,51490,OVAL FAT BODY,,labevents,11,HEMATOLOGY,,URINE,,,,,
,,CO2 production,,,220245,CO2 production,ml/min,chartevents,10,Respiratory,,,,metavision,,Numeric,
,,,,,51023,"LD, JOINT FLUID",,labevents,10,CHEMISTRY,,JOINT FLUID,8/1/2533,,,,
,,,,,51171,CD22,,labevents,10,HEMATOLOGY,,BLOOD,14017-8,,,,
,,,,,51421,GLYCO A,,labevents,10,HEMATOLOGY,,OTHER BODY FLUID,57430-1,,,,
,,,,,51449,METAMYELOCYTES,,labevents,10,HEMATOLOGY,,PLEURAL,,,,,
,,,,,50888,BLUE TOP HOLD FROZEN,,labevents,9,CHEMISTRY,,BLOOD,,,,,
,,,,,51162,CD16/56 ABSOLUTE COUNT,,labevents,9,HEMATOLOGY,,BLOOD,,,,,
,,,,,51295,TDT,,labevents,9,HEMATOLOGY,,BLOOD,,,,,
,,,,,51322,CD38,,labevents,9,HEMATOLOGY,,BONE MARROW,,,,,
,,,,,51401,CD22,,labevents,9,HEMATOLOGY,,OTHER BODY FLUID,42875-5,,,,
,,,,,51451,MYELOCYTES,,labevents,9,HEMATOLOGY,,PLEURAL,,,,,
,,AaDO2ApacheIIValue,,,226737,AaDO2ApacheIIValue,mmHg,chartevents,9,Scores - APACHE II,,,,metavision,,Numeric,
,,Breast Feed - L (Minutes),,,227645,Breast Feed - L (Minutes),min,chartevents,9,OB-GYN,,,,metavision,,Numeric,
,,Breast Feed - R (Minutes),,,227646,Breast Feed - R (Minutes),min,chartevents,9,OB-GYN,,,,metavision,,Numeric,
,,PHPaCO2Score_ApacheIV,,,227038,PHPaCO2Score_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Glucose_ApacheIV,,,227015,Glucose_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,GlucoseScore_ApacheIV,,,227016,GlucoseScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,HrScore_ApacheIV,,,227019,HrScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,HtScore_ApacheIV,,,227020,HtScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,RRScore_ApacheIV,,,227051,RRScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,GcsScore_ApacheIV,,,227013,GcsScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,UrineScore_ApacheIV,,,227059,UrineScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Urine output,,,227519,Urine output_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,,,,50845,"MISCELLANEOUS, ASCITES",,labevents,8,CHEMISTRY,,ASCITES,,,,,
,,,,,51153,CD103,,labevents,8,HEMATOLOGY,,BLOOD,,,,,
,,,,,51185,CD5 %,,labevents,8,HEMATOLOGY,,BLOOD,,,,,
,,,,,51186,CD5 ABSOLUTE COUNT,,labevents,8,HEMATOLOGY,,BLOOD,,,,,
,,,,,51409,CD4/CD8 RATIO,,labevents,8,HEMATOLOGY,,OTHER BODY FLUID,18266-7,,,,
,,AgeScore_ApacheIV,,,226980,AgeScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,AlbuminScore_ApacheIV,,,226982,AlbuminScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Apache IV Age,,,226984,Apache IV Age,years,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,ApacheIV_Mortality prediction,,,226994,ApacheIV_Mortality prediction,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,ApacheIV_Natural antilog,,,226995,ApacheIV_Natural antilog,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,APS,,,226996,APS,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,BiliScore_ApacheIV,,,226999,BiliScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,BUN_ApacheIV,,,227000,BUN_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,BunScore_ApacheIV,,,227001,BunScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,ChronicScore_ApacheIV,,,227004,ChronicScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Creatinine_ApacheIV,,,227005,Creatinine_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,CreatScore_ApacheIV,,,227006,CreatScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Hematocrit_ApacheIV,,,227017,Hematocrit_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Intubated_ApacheIV,,,227021,Intubated_ApacheIV,,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Checkbox,
,,MapScore_ApacheIV,,,227024,MapScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,OxygenScore_ApacheIV,,,227035,OxygenScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Sodium_ApacheIV,,,227052,Sodium_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,SodiumScore_ApacheIV,,,227053,SodiumScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,TempScore_ApacheIV,,,227055,TempScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Use A-aDO2,,,227060,Use A-aDO2,,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Checkbox,
,,WBC_ApacheIV,,,227062,WBC_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,WBCScore_ApacheIV,,,227063,WBCScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Procan,,,227458,Procan,None,chartevents,8,Labs,,,,metavision,,Numeric with tag,
,,Procan Napa,,,227459,Procan Napa,None,chartevents,8,Labs,,,,metavision,,Numeric with tag,
,,ABI Ankle BP L,,,228145,ABI Ankle BP L,mmHg,chartevents,8,IABP,,,,metavision,,Numeric,
,,Bilirubin_ApacheIV,,,226998,Bilirubin_ApacheIV,None,chartevents,7,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,HR_ApacheIV,,,227018,HR_ApacheIV,bpm,chartevents,7,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,RR_ApacheIV,,,227050,RR_ApacheIV,insp/min,chartevents,7,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,TemperatureF_ApacheIV,,,227054,TemperatureF_ApacheIV,?F,chartevents,7,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,,,,50947,I,,labevents,7,CHEMISTRY,,BLOOD,,,,,
,,,,,51056,"MISCELLANEOUS, PLEURAL",,labevents,7,CHEMISTRY,,PLEURAL,,,,,
,,,,,51468,CALCIUM CARBONATE CRYSTALS,,labevents,7,HEMATOLOGY,,URINE,7/1/5773,,,,
,,Penrose #2,,,226624,Penrose #2,mL,outputevents,7,Drains,,,,metavision,,Numeric,
,,Apache IV PaFiRatio,,,226990,Apache IV PaFiRatio,None,chartevents,7,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,MAP_ApacheIV,,,227023,MAP_ApacheIV,mmHg,chartevents,7,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,ABI Brachial BP R,,,228146,ABI Brachial BP R,mmHg,chartevents,7,IABP,,,,metavision,,Numeric,
,,FiO2_ApacheIV,,,227010,FiO2_ApacheIV,%,chartevents,6,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,,,,50934,H,,labevents,6,CHEMISTRY,,BLOOD,,,,,
,,,,,50959,MACRO PROLACTIN,,labevents,6,CHEMISTRY,,BLOOD,,,,,
,,,,,51048,"BICARBONATE, PLEURAL",,labevents,6,CHEMISTRY,,PLEURAL,54361-1,,,,
,,,,,51119,METAMYELOCYTES,,labevents,6,HEMATOLOGY,,ASCITES,,,,,
,,,,,51253,MONOCYTE COUNT,,labevents,6,HEMATOLOGY,,BLOOD,26484-6,,,,
,,,,,51318,CD25,,labevents,6,HEMATOLOGY,,BONE MARROW,,,,,
,,,,,51403,CD25,,labevents,6,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,,,,51432,MYELOCYTES,,labevents,6,HEMATOLOGY,,OTHER BODY FLUID,17800-4,,,,
,,VAD Beat Rate L,,,224363,VAD Beat Rate L,bpm,chartevents,6,Hemodynamics,,,,metavision,,Numeric,
,,Impella Catheter Position,,,228162,Impella Catheter Position,cm,chartevents,6,Access Lines - Invasive,,,,metavision,,Numeric,
,,Alsius Bath Temp,,,228392,Alsius Bath Temp,?C,chartevents,6,Treatments,,,,metavision,,Numeric,
,,PCO2_ApacheIV,,,227036,PCO2_ApacheIV,None,chartevents,5,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,PH_ApacheIV,,,227037,PH_ApacheIV,None,chartevents,5,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,,,,51033,FETALFN,,labevents,5,CHEMISTRY,,OTHER BODY FLUID,,,,,
,,,,,51308,CD138,,labevents,5,HEMATOLOGY,,BONE MARROW,,,,,
,,,,,51311,CD16,,labevents,5,HEMATOLOGY,,BONE MARROW,,,,,
,,,,,51396,CD16,,labevents,5,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,,,,51443,BLASTS,,labevents,5,HEMATOLOGY,,PLEURAL,,,,,
,,,,,51456,PROMYELOCYTES,,labevents,5,HEMATOLOGY,,PLEURAL,,,,,
,,,,,51472,CHOLESTEROL CRYSTALS,,labevents,5,HEMATOLOGY,,URINE,8/1/5777,,,,
,,,,,51473,CYSTEINE CRYSTALS,,labevents,5,HEMATOLOGY,,URINE,8/1/5782,,,,
,,,,,51480,HEMATOCRIT,,labevents,5,HEMATOLOGY,,URINE,17809-5,,,,
,,,,,51157,CD138,,labevents,4,HEMATOLOGY,,BLOOD,42869-8,,,,
,,,,,51165,CD19 %,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
,,,,,51166,CD19 ABSOLUTE COUNT,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
,,,,,51169,CD20 %,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
,,,,,51170,CD20 ABSOLUTE COUNT,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
,,,,,51242,LUC,,labevents,4,HEMATOLOGY,,BLOOD,,,,,
,,,,,51282,"RETICULOCYTE COUNT, ABSOLUTE",,labevents,4,HEMATOLOGY,,BLOOD,14196-0,,,,
,,,,,51304,CD103,,labevents,4,HEMATOLOGY,,BONE MARROW,51221-0,,,,
,,,,,51475,EPITHELIAL CASTS,,labevents,4,HEMATOLOGY,,URINE,,,,,
,,Anderson (gastric),,,226569,Anderson (gastric),mL,outputevents,4,Output,,,,metavision,,Numeric,
,,Albumin_ApacheIV,,,226981,Albumin_ApacheIV,None,chartevents,4,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,Impella Dressing Occlusive,,,228167,Impella Dressing Occlusive,,chartevents,4,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,51121,MYELOCYTES,,labevents,3,HEMATOLOGY,,ASCITES,,,,,
,,,,,51258,OSMOTIC FRAGILITY,,labevents,3,HEMATOLOGY,,BLOOD,34964-7,,,,
,,,,,51329,CD57,,labevents,3,HEMATOLOGY,,BONE MARROW,,,,,
,,,,,51389,CD103,,labevents,3,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,,,,51437,PROMYELOCYTES,,labevents,3,HEMATOLOGY,,OTHER BODY FLUID,17799-8,,,,
,,,,,51504,TYROSINE CRYSTALS,,labevents,3,HEMATOLOGY,,URINE,6/1/5815,,,,
SOFA,SOFA,SOFA Score,verify,,227428,SOFA Score,None,chartevents,3,General,,,,metavision,,Numeric,
,,,,,50846,"OSMOLALITY, ASCITES",,labevents,2,CHEMISTRY,,ASCITES,4/1/2691,,,,
,,,,,51113,BLASTS,,labevents,2,HEMATOLOGY,,ASCITES,,,,,
,,,,,51129,YOUNG,,labevents,2,HEMATOLOGY,,ASCITES,,,,,
,,,,,51141,APT TEST,,labevents,2,HEMATOLOGY,,BLOOD,,,,,
,,,,,51316,CD22,,labevents,2,HEMATOLOGY,,BONE MARROW,,,,,
,,,,,51327,CD55,,labevents,2,HEMATOLOGY,,BONE MARROW,51344-0,,,,
,,,,,51330,CD59,,labevents,2,HEMATOLOGY,,BONE MARROW,51358-0,,,,
,,,,,51414,CD57,,labevents,2,HEMATOLOGY,,OTHER BODY FLUID,,,,,
,,,,,51477,FREE FAT,,labevents,2,HEMATOLOGY,,URINE,53359-6,,,,
,,,,,51485,LEUCINE CRYSTALS,,labevents,2,HEMATOLOGY,,URINE,4/1/5798,,,,
,,Freeform Chemistry,,,225656,Freeform Chemistry,None,chartevents,2,Labs,,,,metavision,,Numeric,
,,Anderson,,,226616,Anderson,mL,outputevents,2,Drains,,,,metavision,,Numeric,
A-aDO2,A-aDO2,Apache IV A-aDO2,ready,,226983,Apache IV A-aDO2,mmHG,chartevents,2,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,ARF,,,226997,ARF,,chartevents,2,Scores - APACHE IV (2),,,,metavision,,Checkbox,
,,Impella Catheter Repositioned,,,228163,Impella Catheter Repositioned,,chartevents,2,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,51019,"ALBUMIN, JOINT FLUID",,labevents,1,CHEMISTRY,,JOINT FLUID,,,,,
,,,,,51055,"LIPASE, PLEURAL",,labevents,1,CHEMISTRY,,PLEURAL,,,,,
,,,,,51126,PROMYELOCYTES,,labevents,1,HEMATOLOGY,,ASCITES,,,,,
,,,,,51378,METAMYELOCYTES,,labevents,1,HEMATOLOGY,,JOINT FLUID,,,,,
,,,,,51459,YOUNG CELLS,,labevents,1,HEMATOLOGY,,PLEURAL,,,,,
,,,,,51483,HYPHENATED YEAST,,labevents,1,HEMATOLOGY,,URINE,41865-7,,,,
,,,,,51531,STDYURINE,,labevents,1,CHEMISTRY,,URINE,,,,,
,,O2 Consumption,,,224726,O2 Consumption,ml/min,chartevents,1,Respiratory,,,,metavision,,Numeric,
,,Freeform Coags,,,225657,Freeform Coags,None,chartevents,1,Labs,,,,metavision,,Numeric,
,,PO2_ApacheIV,,,227039,PO2_ApacheIV,mmHg,chartevents,1,Scores - APACHE IV (2),,,,metavision,,Numeric,
,,ITBVI (PiCCO),,,228181,ITBVI (PiCCO),mL/m2,chartevents,1,PiCCO,,,,metavision,,Numeric,
,,Capillary Refill R,,,223951,Capillary Refill R,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Capillary Refill L,,,224308,Capillary Refill L,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,EtCO2,,,228640,EtCO2,None,chartevents,0,Routine Vital Signs,,,,metavision,,Numeric,
,,EtCO2 Clinical indication,,,228641,EtCO2 Clinical indication,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Heart Rhythm,,,220048,Heart Rhythm,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Dorsal PedPulse R,,,223934,Dorsal PedPulse R,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,PostTib Pulses R,,,223935,PostTib. Pulses R,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Radial Pulse R,,,223936,Radial Pulse R,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Ulnar Pulse R,,,223938,Ulnar Pulse R,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Brachial Pulse R,,,223939,Brachial Pulse R,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Femoral Pulse R,,,223940,Femoral Pulse R,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Popliteal Pulse R,,,223941,Popliteal Pulse R,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Dorsal PedPulse L,,,223943,Dorsal PedPulse L,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Brachial Pulse L,,,223944,Brachial Pulse L,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Femoral Pulse L,,,223945,Femoral Pulse L,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Popliteal Pulse L,,,223946,Popliteal Pulse L,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,PostTib Pulses L,,,223947,PostTib. Pulses L,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Radial Pulse L,,,223948,Radial Pulse L,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Ulnar Pulse L,,,223949,Ulnar Pulse L,,,0,Cardiovascular (Pulses),,,,metavision,,Text,
,,Heart Sounds,,,224389,Heart Sounds,,,0,Cardiovascular,,,,metavision,,Text,
,,PAR-Oxygen saturation,,,228232,PAR-Oxygen saturation,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Skin Temp,,,224027,Skin Temperature,,,0,Skin - Assessment,,,,metavision,,Text,
,,Temp Site,,,224642,Temperature Site,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Changes in Temperature,,,224674,Changes in Temperature,,,0,Toxicology,,,,metavision,,Text,
,,RUE Temp,,,224767,RUE Temp,,,0,Cardiovascular,,,,metavision,,Text,
,,LUE Temp,,,224769,LUE Temp,,,0,Cardiovascular,,,,metavision,,Text,
